stations	DIST	bathy	S8	S2	Ssummer	Swinter	T8	T2	Tsummer	Twinter	DO	N	P	S	SeaIce1	SeaIce2	SeaIce3	SeaIce4	SeaIce5	SeaIce6	SeaIce7	SeaIce8	SeaIce9	SeaIce10	SeaIce11	SeaIce12	SeaIceC	SeaIcemonths	ProdJanC	ProdFevC	ProdMarC	ProdAprC	ProdMayC	ProdJunC	ProdJulC	ProdAugC	ProdSepC	ProdOctC	ProdNovC	ProdDecC	ProdWC	ProdSprC	ProdSumC	ProdfallC	PPA0207	gCYC0217
2094	2.18249107296	215.623992919921	32.71	33.26	32.97	33.097801208496	5.09468984603881	-1.52	4.04	-0.63	8.01896381378173	2.44483470916748	0.5540731549263	3.51317310333251	89.0452584234	96.2539136163	96.985224099	94.0947759563	81.8587587949	35.7426894944	10.3843620399	2.24386206166	0.259120694522	0.619862071399	9.66612072649	50.6832240532	47.319764336	6.32	0	0	114	185	1707	624	603	493	380	426	0	0	38	838.666666666667	492	142	121.2309	137.848333333333
2095	0.324344806764	36	29.43	31.2588	29.55	31.213300704956	16.7709999084472	-0.51861	15.84	0.07	7.22209024429321	2.06269574165344	0.590523064136505	3.58966898918151	15.3462413755	50.2639655409	45.6142413616	14.5032758548	0.145137934849	0	0	0	0	0	0	0	10.4894051723	0.06	244	214	946	724	751	1137	1878	2406	1994	1118	644	335	468	870.666666666667	2092.66666666667	699	307.69	376.892916666667
2096	0.316265560839	36	29.45	31.84	29.57	31.213300704956	16.7709999084472	-0.12	15.79	0.02	7.22209024429321	2.06269574165344	0.590523064136505	3.58966898918151	15.5068965616	50.7336553212	45.9444310007	14.6226724098	0.191155170572	0	0	0	0	0	0	0	10.5832342053	0.06	263	217	956	739	716	1111	1830	2355	1913	1084	571	323	478.666666666667	855.333333333333	2032.66666666667	659.333333333333	307.69	367.3725
2097	0.194348661537	32	29.45	31.2588	29.58	31.213300704956	16.7709999084472	-0.53	15.69	0.07	7.22209024429321	2.06269574165344	0.590523064136505	3.58966898918151	16.7586207554	49.9218103557	43.6222930119	11.6476896385	0.144603449723	0	0	0	0	0	0	0	10.1745847676	0.06	244	186	644	704	796	1172	1969	2464	2107	1231	669	345	358	890.666666666667	2180	748.333333333333	307.69	381.15125
2098	0.179319811005	28	29.38	31.2446	29.52	31.2292003631591	16.7183990478515	-0.8	15.76	0.01	7.22209024429321	2.06269574165344	0.590523064136505	3.58966898918151	16.7586207554	49.9218103557	43.6222930119	11.6476896385	0.144603449723	0	0	0	0	0	0	0	10.1745847676	0.06	243	198	641	698	862	1236	1996	2525	2253	1348	679	376	360.666666666667	932	2258	801	313.57	397.089583333333
2099	0.0579057591291	21	29.33	31.2446	29.49	31.2292003631591	16.7183990478515	-1.07	15.81	-0.15	7.22209024429321	2.06269574165344	0.590523064136505	3.58966898918151	15.8793103448	51.0759309571	44.8062069334	11.1807242098	0.112258615165	0	0	0	0	0	0	0	10.2545359217	0.06	240	211	683	643	978	1396	2287	2743	2516	1459	725	410	378	1005.66666666667	2515.33333333333	864.666666666667	318.11	434.684583333333
2100	0.860071039317	461	30.32	31.7146	30.37	31.6921997070312	16.2259006500244	0.17	14.94	0.31	7.40089845657348	1.92624366283416	0.591865360736846	2.91023349761962	2.52503444409	36.7518275688	36.9601380743	6.37874134656	0.618724115964	0	0	0	0	0	0	0	6.93620546248	0.22	146	135	232	565	766	946	1251	1684	1393	855	370	393	171	759	1442.66666666667	539.333333333333	284.51	265.72
2101	0.826332785726	478	30.54	32.04	30.68	31.6921997070312	16.2259006500244	0.21	14.77	0.16	7.40089845657348	1.92624366283416	0.591865360736846	2.91023349761962	2.93736207896	33.6519999997	34.8934655354	6.74598284425	0.375758631476	0	0	0	0	0	0	0	6.55038075748	0.2	146	135	232	565	766	946	1251	1684	1393	855	370	393	171	759	1442.66666666667	539.333333333333	284.51	265.72
2102	0.845592646525	473	30.57	31.7146	30.7	31.6921997070312	16.2259006500244	-0.25	14.73	0.14	7.40089845657348	1.92624366283416	0.591865360736846	2.91023349761962	2.93736207896	33.6519999997	34.8934655354	6.74598284425	0.375758631476	0	0	0	0	0	0	0	6.55038075748	0.2	146	135	232	565	766	946	1251	1684	1393	855	370	393	171	759	1442.66666666667	539.333333333333	284.51	265.72
2103	0.91116736131	469	30.43	31.99	30.55	31.6921997070312	16.2259006500244	0.04	14.88	0.03	7.40089845657348	1.92624366283416	0.591865360736846	2.91023349761962	1.92017246115	31.1296205521	34.5114827074	9.35905171263	0.669775855952	0	0	0	0	0	0	0	6.46584194077	0.22	145	140	225	578	674	938	1245	1723	1400	851	360	355	170	730	1456	522	282.13	262.6175
2104	0.949366795798	456	30.34	31.91	30.37	31.6921997070312	16.2259006500244	0.16	15.01	0.3	7.40089845657348	1.92624366283416	0.591865360736846	2.91023349761962	2.52503444409	36.7518275688	36.9601380743	6.37874134656	0.618724115964	0	0	0	0	0	0	0	6.93620546248	0.22	143	141	217	548	720	954	1279	1702	1404	896	360	348	167	740.666666666667	1461.66666666667	534.666666666667	284.51	264.99
2105	1.22586489647	696.942993164062	31.689	32.721	31.684	32.521800994873	1.04579997062683	-1.731	0.759	-1.60871	8.57354259490966	4.09712219238281	0.870448112487792	8.34066200256347	94.380827542	94.0165000126	94.4939655435	92.1253622647	60.9348102767	26.0929655864	16.5255690279	14.5597414477	20.6776725506	57.5530343878	88.8497932697	92.6190344712	62.7357730317	7.85	0	0	25	149	854	1176	1231	789	584	0	0	0	8.33333333333333	726.333333333333	868	0	126.13	146.243333333333
2106	0.394143431593	357.441986083984	32.236	31.396	32.469	31.9006004333496	2.39839005470275	-1.149	1.787	-1.11381	7.90821266174316	3.08103203773498	0.779698848724365	5.06354475021362	98.2437415287	98.8838965317	98.1581036798	96.4484138489	81.3488273621	39.4543275504	16.6976378046	10.8057932771	19.1184310584	71.7748278914	95.2500169688	97.2858104048	68.6224856589	8.19	0	0	16	53	143	547	920	563	324	0	0	0	5.33333333333333	247.666666666667	602.333333333333	0	117.46	78.0491666666667
2107	0.590853111637	657.781982421875	32.102	33.553	31.991	33.4137992858886	2.06770992279052	-1.84	1.569	-1.79561	7.92494058609008	2.76064658164978	0.696718752384185	7.03761911392211	98.6758967432	98.1644826429	98.3364653752	97.177586128	83.5079654825	51.1332762817	19.020620716	3.05672411261	3.778293141	43.0975345579	90.7542412857	95.9549138957	65.2215000302	8.14	0	0	24	103	996	689	887	672	403	0	0	0	8	596	654	0	91.35	114.7925
2108	1.05427939163	966.632019042968	31.93	33.276	31.74	33.3361015319824	2.62249994277954	-1.82365	2.11	-1.82701	7.78265619277954	2.37432813644409	0.663407325744628	4.33739423751831	99.2346551829	99.5696724201	99.5203447013	99.1915342397	96.9093449034	81.9422584402	35.5541378547	6.43770695555	3.89937928627	34.8245689787	90.5889829109	98.0174824945	70.474172364	8.76	0	0	10	33	425	938	871	650	366	0	0	0	3.33333333333333	465.333333333333	629	0	82.72	100.162083333333
2109	4.26068265285	1153	33.13	34.051	33.4	34.1361007690429	6.02870988845825	1.34	5.96	1.99	7.82417917251586	2.60916662216186	0.621005833148956	3.81081318855285	36.1317930961	51.4593793442	64.0017070935	63.0032930045	29.1361206318	7.83201719153	3.44806898051	0.27136207449	0	0.292706892408	3.21734477734	16.7400344816	22.9611522973	2.72	0	101	129	360	572	488	647	669	568	324	0	0	76.6666666666667	473.333333333333	628	108	143.38	117.3475
2110	4.3321249933	1216	33.14	34.051	33.48	34.1361007690429	6.02870988845825	1.05	5.97	1.95	7.82417917251586	2.60916662216186	0.621005833148956	3.81081318855285	36.1317930961	51.4593793442	64.0017070935	63.0032930045	29.1361206318	7.83201719153	3.44806898051	0.27136207449	0	0.292706892408	3.21734477734	16.7400344816	22.9611522973	2.72	0	99	133	351	538	488	658	670	568	320	0	0	77.3333333333333	459	632	106.666666666667	143.38	116.34375
2111	4.29623990182	1153	33.14	34.051	33.48	34.1361007690429	6.02870988845825	1.05	5.97	1.95	7.82417917251586	2.60916662216186	0.621005833148956	3.81081318855285	36.1317930961	51.4593793442	64.0017070935	63.0032930045	29.1361206318	7.83201719153	3.44806898051	0.27136207449	0	0.292706892408	3.21734477734	16.7400344816	22.9611522973	2.72	0	99	133	351	538	488	658	670	568	320	0	0	77.3333333333333	459	632	106.666666666667	143.38	116.34375
2112	6.48666551148	359.975006103515	29.0259	30.08	27.9695	29.6557006835937	-1.11480998992919	-1.60801	-0.8642	-1.58901	8.90415859222412	1.76027333736419	0.800615310668945	16.1197299957275	99.7586206897	99.7413793103	99.9655172414	99.9655172414	99.9655172414	99.851379263	97.7298102543	90.6206896881	88.6206896552	96.5293794172	99.8965517241	99.8965517241	97.7118002875	12	0	0	0	0	294	520	582	378	263	0	0	0	0	271.333333333333	407.666666666667	0	40.08	61.95875
2113	3.04328332106	95.2490005493164	31.3189	31.5	27.7093	28.4626998901367	-1.29051005840301	-1.52599	-0.77241	-1.55145	8.44116687774658	1.05068910121917	0.893861353397369	17.3788204193115	99.7931034483	99.9133620427	99.9310344828	99.9655172414	100	99.8800344796	98.1976552503	92.9333621058	89.7284482759	96.0821723938	99.8254138026	99.9827586207	98.0194051787	12	0	0	0	0	776	541	260	462	225	0	0	0	0	439	315.666666666667	0	33	68.8633333333333
2115	4.52220302093	3501	34.41	34.7082	34.43	34.6274986267089	9.28501033782958	2.22	7.88	2.69	7.35646057128906	7.84341192245483	0.688842296600341	5.44870519638061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	132	244	800	1208	1155	869	664	311	130	0	67	750.666666666667	896	147	205.76	169.785833333333
2116	6.06633523498	3874	34.51	34.63	34.31	34.6567001342773	10.5935001373291	3.68	9.89	4.34	7.08728551864624	8.22443103790283	0.668910205364227	5.25648260116577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	111	176	314	760	1329	1189	1042	740	356	199	0	124	801	990.333333333333	185	198	191.655416666667
2117	4.65833602109	3347	34.16	34.72	33.66	34.4592018127441	9.75030040740966	3.34	7.54	3.34	7.44440841674804	7.06894493103027	0.659155189990997	5.19763469696044	0.208499998882	1.14570685913	1.14675862214	0.286051717298	0.138310350221	0.126879313896	0	0	0	0	0	0	0.254350571797	0	89	106	190	373	802	1377	1193	1018	848	445	236	0	128.333333333333	850.666666666667	1019.66666666667	227	198.79	203.092083333333
2118	3.15308150929	301	32.42	33.26	32.55	33.5730018615722	8.36600017547607	-0.56	5.44	-0.44	7.6887240409851	5.79606580734252	0.647095024585723	4.98491811752319	11.986689584	36.0719999938	31.4545691589	10.2915517379	5.38258615856	1.54672416325	0.305206890764	0	0	0	0	0.380310354562	8.11830317014	1.08	95	116	199	388	717	874	672	633	591	482	187	0	136.666666666667	659.666666666667	632	223	200.7	150.684166666667
2119	4.33921328932	2355	33.87	34.1278	33.86	34.2150993347167	6.68551015853881	2.5	6.67	1.68	7.68802309036254	3.35047459602355	0.617833137512207	3.87289452552795	11.4518793123	20.5534483729	32.3578619217	23.1280346081	3.7607241499	0.216379330076	0	0	0	0	0	1.72929306688	7.76646839682	0.78	0	83	119	453	932	585	778	700	551	304	0	0	67.3333333333333	656.666666666667	676.333333333333	101.333333333333	154.25	137.027083333333
2120	5.56073613637	253.807006835937	30.6545	34.1571	30.8779	34.2732009887695	-1.14091002941131	-1.4398	-0.90131	-1.35001	8.20055675506591	7.49454116821289	0.666587769985198	6.40047121047973	98.6344483474	99.4068274662	98.5601208128	98.7595514758	98.1807241769	94.3763793419	82.6250171661	69.1430343102	81.5897068813	96.5949654415	97.6548619764	97.8219482159	92.7789654677	11.33	0	0	94	111	387	907	874	340	299	0	0	0	31.3333333333333	468.333333333333	504.333333333333	0	69.79	91.615
2121	2.73252563628	170.95100402832	30.7648	33.7982	30.6129	33.9884986877441	-0.823610007762908	-1.85347	-0.92011	-1.67681	8.30898666381835	7.3095383644104	0.717991352081298	7.63297986984252	99.701499939	99.7823103543	99.3586033788	99.575620717	98.5936380584	89.0493448849	71.7607930282	61.4715687982	84.4327927951	99.0683792377	99.2927242148	99.4132758831	91.7917126075	11.36	0	0	96	69	72	451	719	402	269	0	0	0	32	197.333333333333	463.333333333333	0	59.7	63.2058333333333
2122	1.0904107516	108.878997802734	30.4393	33.4164	30.2715	33.9602012634277	-0.81181001663208	-1.83166	-0.5443	-1.62891	8.37945652008056	6.02640771865844	0.723155498504638	7.46320676803588	99.7835344775	99.7739655067	99.1345172751	99.5139310113	99.209948178	91.1104653457	77.9524480885	67.1312757854	82.8210000663	99.0477586944	99.5316034514	99.7205344891	92.8942485308	11.34	0	0	126	70	104	365	553	368	151	0	0	0	42	179.666666666667	357.333333333333	0	66.67	52.83375
2123	0.530251633018	211.615005493164	31.0371	33.5035	30.8021	33.7970008850097	-0.209309995174408	-1.83681	-0.07881	-1.18471	8.33785152435302	4.41520833969116	0.690711259841918	8.67088890075683	99.6724137931	99.4774999947	99.2745344228	99.4722413688	99.5299999632	99.1900173056	95.6223966664	87.7065688824	91.8937414104	98.7946035451	99.6150344322	99.724137931	97.4977658096	11.22	0	0	13	40	45	370	613	447	286	0	0	0	4.33333333333333	151.666666666667	448.666666666667	0	72.3	55.1758333333333
2124	4.32619759148	503.783996582031	30.7224	34.1823	30.6611	34.1782989501953	-0.611899971961975	-1.33431	-0.61991	-1.2888	8.20369243621826	6.8930115699768	0.642281234264373	5.43705320358276	98.7086209264	98.8124141035	98.326310388	97.9701549925	97.0073619711	94.7807929598	80.3482067503	59.3647071904	62.9426033415	90.471086239	95.4392242432	96.8317070007	89.2502658422	9.67	0	0	122	136	197	493	512	377	264	0	0	0	40.6666666666667	275.333333333333	384.333333333333	0	81.01	63.9054166666667
2125	0.0462769142132	10	28.7233	33.009	30.2679	33.3837013244628	-0.818409979343414	-1.33531	-0.63761	-1.33531	8.14231586456298	6.20015859603881	0.771583795547485	5.5367693901062	99.2357759147	99.0288448991	99.4249309671	98.9287759189	97.3347240316	95.31658633	83.4525518089	54.8503276562	69.3325690565	93.7358797008	99.2005863847	99.2933792904	90.7612443299	9.78	0	0	39	52	175	394	1397	1080	585	0	0	0	13	207	1020.66666666667	0	91.75	113.210833333333
2127	0.169657071695	102.287002563476	27.6751	27.1943	26.72	29.0678997039794	2.82519006729125	-1.48047	3.3052	-1.58542	8.24111270904541	2.57224059104919	0.918293535709381	8.08925247192382	98.75	98.8706896552	98.8189655172	99.1810344828	99.4224137931	95.5689655172	84.1206896552	48.603448391	37.1551724796	70.0689654515	96.3275862069	99.3793103448	85.5222701245	9.1	0	0	64	101	178	466	894	576	373	0	0	0	21.3333333333333	248.333333333333	614.333333333333	0	37.6666666666667	80.665
2128	0.00454087165118	2	31.23	32.5162	31.23	32.7449989318847	3.19189000129699	-1.12850999832153	3.63	-1.12851	7.9354190826416	2.7672643661499	0.729573011398315	4.86940145492553	90.1873101859	96.1783961592	95.4375173634	92.6680001884	83.1277582892	58.1040863498	20.2690689482	1.11013792301	0	0	4.3472758326	41.8521208928	48.606806011	6.36	0	77	103	131	216	594	976	923	587	300	0	0	60	313.666666666667	828.666666666667	100	124.99	118.837916666667
2132	1.16792042103	357.622009277343	29.34	32.2958	29.64	32.3508987426757	1.62258994579315	-1.76784	3.06	-1.77091	8.14122104644775	1.76428639888763	0.982876360416412	7.43327951431274	99.5742758389	99.7413793103	99.4527069618	99.3081897867	98.0244483948	92.5668105421	67.7898104437	21.3526553614	7.51055163351	15.5233966564	87.9590690876	98.9329136816	73.9780173082	8.98	0	0	15	50	91	322	641	517	312	0	0	0	5	154.333333333333	490	0	58.8333333333333	59.2516666666667
2134	0.471767997327	675.203979492187	31.08	31.8968	31.15	32.2295989990234	1.64560997486114	-1.2622	1.42	-1.2662	7.76173591613769	2.69095396995544	0.772105157375335	7.12212753295898	99.802396577	99.7148621658	99.5924485305	98.3833619479	90.2012241627	57.590965271	30.8903103615	12.6198448066	12.2686033824	68.4449657901	98.8156379174	99.4464309955	72.3142543257	8.3	0	0	23	27	270	480	694	641	365	0	0	0	7.66666666666667	259	566.666666666667	0	57.6666666666667	76.0416666666667
2140	0.400251722144	788.289001464843	30.06	33.007	30.38	33.0014991760253	3.1799099445343	-1.80831	2.83	-1.71721	8.11413955688476	2.05146312713623	0.918412387371063	3.76588177680969	99.8175689434	99.8178447855	99.7442586175	99.6152067513	98.101465291	94.1621033899	72.8656379272	20.8790519484	4.44522417003	20.1891037513	93.0726893852	99.4461034577	75.1796882015	9	0	0	19	33	60	171	678	562	358	0	0	0	6.33333333333333	88	532.666666666667	0	39.6666666666667	57.21375
2142	4.52220302093	3501	34.41	34.7082	34.43	34.6274986267089	9.28501033782958	2.22	7.88	2.69	7.35646057128906	7.84341192245483	0.688842296600341	5.44870519638061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	132	244	800	1208	1155	869	664	311	130	0	67	750.666666666667	896	147	205.76	169.785833333333
2144	0.294307752319	76.8600006103515	22.0227	26.8717	23.2155	27.4312000274658	4.34951019287109	-1.13341	1.76329	-1.1755	8.92232990264892	2.83261775970458	1.0849357843399	1.62383079528808	99.1896551724	98.8620689655	98.724137931	99.6724137931	99.9310344828	94.1521379537	85.3298791688	38.1463447604	23.062637921	62.8106379673	95.9069998511	99.4860345249	82.939498541	9.5	0	0	0	0	844	1520	749	767	408	0	0	0	0	788	641.333333333333	0	57	130.426666666667
2145	0.343137103547	50.7849998474121	21.6744	26.8358	23.5249	27.5226993560791	3.96959996223449	-1.12531	1.48241	-1.18511	8.92232990264892	2.83261775970458	1.0849357843399	1.62383079528808	99.4655172414	99	99.0689655172	99.9137931034	99.8620689655	94.4001379342	84.260758959	23.7104998457	13.1898966	56.817931241	96.1595345859	99.5755344259	80.4520532016	9.5	0	0	0	0	844	1520	871	861	467	0	0	0	0	788	733	0	57	138.79125
2146	0.260982639364	100.388999938964	21.3717	26.8331	23.9812	27.3971996307373	3.25068998336791	-1.12471	1.04051	-1.2028	8.92232990264892	2.83261775970458	1.0849357843399	1.62383079528808	99.6034482759	99.224137931	99.3821379563	99.8993793356	99.9310344828	94.7523791872	84.4606032536	26.3674484944	12.1162414058	51.0823965401	96.38141369	99.6114482222	80.2343390646	9.5	0	0	0	736	896	1493	911	787	406	0	0	0	0	1041.66666666667	701.333333333333	0	23	159.04875
2147	0.0497205730641	123.817001342773	22.3447	26.8351	24.5843	27.5349006652832	2.14330005645751	-1.12451	0.57169	-1.19681	8.92232990264892	2.83261775970458	1.0849357843399	1.62383079528808	99.5	99.1034482759	99.4254310871	99.7357759147	99.9482758621	95.0219309577	83.3866377206	25.3512585574	12.628086197	51.8904308122	96.3175860438	99.6307241506	80.1616321316	9.5	0	0	0	736	782	484	739	727	436	0	0	0	0	667.333333333333	634	0	23	118.746666666667
2148	0.630195703655	161.199005126953	19.8656	28.5343	24.9311	29.9759998321533	-0.709609985351562	-1.42491	-0.81131	-1.50711	8.70697689056396	1.93821918964385	0.655333340167999	5.69941711425781	99.5517241379	99.3620689655	99.4310344828	99.7931034483	99.9827586207	97.6877758421	95.9404311345	73.5297068892	63.9793966228	93.0339483064	99.1497587007	99.5079483821	93.4124712944	11.5	0	0	12	37	82	195	566	224	154	0	0	0	4	104.666666666667	314.666666666667	0	28	38.6291666666667
2149	0.787041651866	237.490997314453	17.7874	28.5808	23.749	30.1305999755859	-0.938109993934631	-1.54231	-0.74671	-1.62371	8.88877582550048	1.72758483886718	0.605580508708953	4.95373487472534	99.5689655172	99.4655172414	99.5344827586	99.8448275862	99.9655172414	98.1500345427	96.1003448223	75.874758556	70.8757241677	95.5404826197	99.0371551514	99.3932413562	94.4459209634	11.5	0	0	17	23	88	194	365	217	160	0	0	0	5.66666666666667	101.666666666667	247.333333333333	0	37	32.3633333333333
2150	0.469079789549	286	31.85	33.18	31.83	34.2407989501953	3.83010005950927	3.33	3.21	1.39	7.38719701766967	6.03152656555175	0.726228296756744	5.81604576110839	4.4946206767	8.61268954441	12.406724083	15.356189514	21.3234654131	17.4523792431	8.04417243497	3.03537931113	0.464948284215	0.23939655567	0.310396556197	1.83000000592	7.7975301352	0.3	0	163	197	605	1240	835	620	674	436	284	0	0	120	893.333333333333	576.666666666667	94.6666666666667	157.23	153.725833333333
2151	1.01463572066	236.54800415039	32.98	33.63	33.04	33.1649017333984	5.6698899269104	-0.84261	4.5	-0.47	7.88207817077636	2.82586216926574	0.393073290586472	4.02583742141723	80.7252933239	93.4972070497	93.9507241085	86.4660172956	60.1391033304	22.4207067161	7.22186208593	2.46367243241	0	0	4.92122417483	37.4934137196	40.7749353531	4.84	0	0	101	198	539	691	756	632	482	565	0	0	33.6666666666667	476	623.333333333333	188.333333333333	140.42	120.571666666667
2152	0.137992681142	183.483001708984	32.9	33.0575	33.02	33.2009010314941	5.94499015808105	-0.52811	4.83	-0.82	7.88207817077636	2.82586216926574	0.393073290586472	4.02583742141723	81.0142412515	92.9097414346	93.1849137668	84.4983963144	60.4452934923	21.2319655583	5.76051726012	1.81134483732	0	0	5.08439662539	36.7313275255	40.2226781722	4.84	0	0	166	172	614	1109	1078	852	567	490	0	0	55.3333333333333	631.666666666667	832.333333333333	163.333333333333	163.76	153.543333333333
2153	0.607942347256	156.735000610351	32.74	33.63	33.03	33.1875	5.75238990783691	-0.77911	4.69	-0.47	7.88207817077636	2.82586216926574	0.393073290586472	4.02583742141723	80.4447586454	93.3992931103	93.8282068844	86.1694829217	59.4827241898	21.669482708	6.83613795248	2.37575860681	0	0	4.65525860622	36.9074655237	40.4807140957	4.84	0	0	94	155	566	735	894	741	559	500	0	0	31.3333333333333	485.333333333333	731.333333333333	166.666666666667	155.9	129.088333333333
2154	0.115917819838	319.226989746093	32.66	33.1102	32.55	33.1105995178222	6.18411016464233	0.4768	5.43	-0.5439	8.06299114227294	2.81450963020324	0.44304832816124	3.10764670372009	65.5714312915	84.9817756784	85.0115862879	71.1098446353	40.12810347	25.3676726243	13.0670689714	1.66787931015	0.379310344828	0.603448275862	8.51137938171	27.6859827699	35.3404569201	3.84	0	0	152	513	796	1012	1260	1126	768	575	0	0	50.6666666666667	773.666666666667	1051.33333333333	191.666666666667	167.67	188.644166666667
2155	0.089819827144	263.903991699218	32.41	33.0279	32.35	33.0358009338378	6.32328987121582	1.82329	5.31	0.37979	7.76027631759643	3.18445110321044	0.371442407369614	3.7088873386383	66.9112242501	86.5088622159	85.7447069431	72.7968277109	43.7242413965	23.8036898251	15.3771553451	2.56424144219	0.224137931034	0.604862065151	10.2316207228	29.2686380271	36.4800173229	3.62	0	0	149	681	1581	1118	1134	1068	770	575	0	0	49.6666666666667	1126.66666666667	990.666666666667	191.666666666667	168.18	215.228333333333
2156	0.302400998979	391.115997314453	32.38	33.2591	32.33	33.1232986450195	6.00438976287841	2.8191	5.36	0.3726	7.76027631759643	3.18445110321044	0.371442407369614	3.7088873386383	66.2796036786	86.1070518329	85.4289310718	73.0326897851	42.6020172136	25.5341554017	18.1854138128	2.5650690424	0.465517274265	0.750000008221	11.3930862361	29.5218795168	36.8221179062	3.62	0	0	150	996	1646	1113	1074	1016	689	575	0	0	50	1251.66666666667	926.333333333333	191.666666666667	168.3	220.794583333333
2157	0.409440933516	326.488006591796	33.18	33.66	33.4	32.7299995422363	5.74280977249145	-0.77	4.41	0.35529	7.98544836044311	2.70277667045593	0.458991497755051	3.26830124855041	67.2503965312	81.1792587083	78.7592242011	64.4505687582	28.6733964229	7.64718966648	1.90967240005	0.09041379238	0	0	2.72815516899	24.6888789884	29.7814295532	3.84	0	0	161	292	920	892	859	756	666	507	0	0	53.6666666666667	701.333333333333	760.333333333333	169	152.95	153.695416666667
2158	0.657631114174	1006	31.8784008026123	33.6879997253417	32.0746002197265	33.6781005859375	3.62239003181457	0.234400004148483	3.17300009727478	0.097900003194809	8.36871337890625	5.44733047485351	0.592025220394134	3.37082290649414	5.41524136478	4.31724143028	7.3273793089	4.20044824995	4.56239658389	4.14574136405	2.14974139477	0.674448276388	0	0	0	0.149431031326	2.74517241703	0.28	0	111	148	509	1020	736	710	743	472	441	0	0	86.3333333333333	755	641.666666666667	147	150.5	148.7375
2160	0.461589568219	164	33.83	34.51	33.96	34.5480003356933	3.82860994338989	3.168	3.87169	1.96	7.39321660995483	6.63884592056274	0.760691583156585	6.32419252395629	8.56924132643	13.0616725231	22.122000201	27.4874828766	35.6748793043	29.1703274332	13.2537069814	3.49727590331	0.570465498957	0.395603459457	1.40375861628	4.25681040205	13.2886020438	1.58	0	141	188	360	993	688	613	651	424	273	0	0	109.666666666667	680.333333333333	562.666666666667	91	157.51	131.734583333333
2161	0.465859509661	370.222991943359	32.99	33.44	33.18	32.9739990234375	4.98768997192382	-1.03	4.09	-0.99	7.8514232635498	2.14614820480346	0.586827158927917	1.9652155637741	43.9954997918	55.0415860702	58.9601033638	40.935448219	11.4222068293	4.53060346636	5.06784486771	0.752068947101	0	0	1.52191380797	15.5050346934	19.8110258381	2.92	0	92	128	298	960	838	1237	1048	698	408	0	0	73.3333333333333	698.666666666667	994.333333333333	136	149.47	173.587916666667
2163	0.348651790766	591.60498046875	33.09	33.66	33.31	32.8023986816406	6.02018976211547	-0.77	4.4	-1.3	7.98544836044311	2.70277667045593	0.458991497755051	3.26830124855041	62.4850171352	82.4943620419	81.7119480988	67.6288794156	29.6319311734	9.10562066374	4.47210342309	0	0	0	4.57503447039	23.410568895	30.4596221098	3.84	0	0	134	273	1041	894	916	736	576	547	0	0	44.6666666666667	736	742.666666666667	182.333333333333	155.45	155.642083333333
2164	0.499273520721	177	31.08	32.86	31.68	33.5868988037109	3.29878997802734	-0.68	2.92	-0.26	8.36871337890625	5.44733047485351	0.592025220394134	3.37082290649414	5.90699999908	7.04391375903	11.0082242818	6.12324140812	4.7000345115	4.40372421002	2.02613800147	0.690637925576	0	0	0	0.174534485258	3.50645404849	0.28	0	132	179	591	925	647	764	730	507	360	0	0	103.666666666667	721	667	120	150.5	147.064583333333
2165	2.97637442302	2713	34.8287010192871	34.7532997131347	34.8801002502441	34.8412017822265	9.19089031219482	4.03919982910156	8.83918952941894	4.20731019973754	6.99445486068725	10.4639997482299	0.79101014137268	5.90218162536621	1.02760344538	1.18631034062	1.76856895973	2.34686207771	2.58096551895	2.15558620157	0.795500007169	0.115620695311	0	0	0.0874482763225	0.224999995067	1.02412212649	0.017	0	121	174	299	862	1035	899	802	624	377	0	0	98.3333333333333	732	775	125.666666666667	179.087	157.95375
2166	2.95522308726	3360	34.3289985656738	34.7616004943847	34.4253005981445	34.7877006530761	8.35538959503173	3.3840000629425	8.04020023345947	3.48259997367858	7.17529106140136	8.03886032104492	0.696242332458496	5.37787961959838	0	0	0	0.136568965583	0.315258618059	0.192155180306	0	0	0	0	0	0	0.053665230329	0.0295	0	83	132	233	860	888	1033	710	533	282	197	0	71.6666666666667	660.333333333333	758.666666666667	159.666666666667	157.63	150.592916666667
2167	2.26985290438	3159	34.0452995300292	34.7804985046386	34.4327011108398	34.82080078125	8.0298900604248	3.50800991058349	8.03800010681152	3.69579005241394	7.27490997314453	7.10582113265991	0.708082437515258	5.47013521194458	0.227241368129	0.220172421686	0	0.577879313765	1.20858627352	0.731362079752	0.148724144903	0.123413792972	0	0	0	0	0.269781616227	0.0496	0	90	131	253	791	924	959	697	505	280	0	0	73.6666666666667	656	720.333333333333	93.3333333333333	151.38	140.829166666667
2168	1.4607517912	2562	33.6969985961914	34.7789993286132	34.3083000183105	34.8030014038085	7.28549003601074	3.66841006278991	7.32330989837646	3.70949006080627	7.25751495361328	7.22402191162109	0.732809007167816	5.77607583999633	0.50356894526	0.716482754411	1.16218965629	2.20470691549	3.10063780587	2.14965514479	0.428034486442	0.256344828112	0	0	0	0	0.876801711389	0.6027	0	99	145	297	860	897	815	655	493	301	0	0	81.3333333333333	684.666666666667	654.333333333333	100.333333333333	165.97	138.760833333333
